Label,Clean_Text
4,ላው እጅር ቈሽ ብሔርዝ ችብረውድ ጭቀ ቓለዝ ቓለነው
4,ላወ እጅር ጭቁንሸው ብሔር ዊንም ዚረድ የጝ
4,ጭቁንሹዥ ቢድልሽጝ የጥድ ፖለቲከ የና የነው
4,ልማትዝ ገበን ጣይቅሽጘድ ፖለቲካ ይናው የጝ
4,እደረ ጠወሽኵ የና ፈስኵን
1,ቅማንት ድኻረ የጝ
1,ኽምንድ እፃታቁ ጛይ
1,ክትን ጎንደራን ከይል የጝ
1,እጝቅ ዚረ ያን ሲጘዙ የነውዝ ፃፍጘቀድ
2,ማርያም አምንሻይም
2,እደረ እዂርሽያውም
2,ይወ አለም ብርሀን ሀይማትድ የጝ ለምስረይ ፃየው
2,አርቕት እድሳት ፃየቱ ሀይማትዝቁ ክንሰድ ጝ ሃይማኖትድ ሲፋ ሸነውዝ ቲክነቁ ምዕመንድ አያው ጉደነዝ ቃርወነው
3,በውረ እቃጘ ሳልጥንየቁ እቂዙ ኻሰቭድ አይርዘነውዝ
3,እቁን ቃወጥቀት ሳስሽን ቓለነው
3,ላው እውነ ግልወ ላው ቀተ ፍጥራንድ ጅምለ ፍርጀነውዙ ችግሉ
4,ላው ፖለቲከ ላዘ ፖለቲከ ቃወተድ ማለማለ ነው
4,ላወ ፖለቲከ ቃወተ ጭቕፀቅድቅ ቀሰው ሰራሽሽም ላው ቃተድ
4,ሰራሽሽ በወግቱ ጭቅተድ ጝዝ ሳስነው
1,ብሔር ብሔረ እቅዙ ዚረድ ላውድ ካሳ ላውድ ንየስ ሽነው
1,ኢትዮጵትል ንየስ የው ችጘር ፃየው ኽዝቭድ ዩ የጝ የነው
1,ያንፅበው ክልሊዙ ኽዝቪዝ ቢዘ ኢትዮጵየት ቅማውም የነው
1,አስተሳስቪዝ ቓለይዝ ይና ብሔርድ ቺዘኩ ይን አምነነው
1,ላው ብሔርድ ላዘ ብሔረስ ፖለቲካዝ ጥወርዝመ ቓለዝቸዘው ተክዝን ቓለነው
2,ጛቕመቅ ሀይማትድ ኻፈታም ፃቭን ቓለነው
2,እማንቱ ሀይማትድ ይውድ ጭቑ የጝ የነው
2,አምነጥድ ቓለይዝ ሳስየቁ ጛይ ይን አምነነው
2,ጅውነይል ፅበቁ አምነጥዙ ንቕወዝ ጭቑ ዊሰነነው ቺዘው ተክዝን ቓለነው
2,ላው ሀይማኖትዙ አምነተድ ጊንዝቭዝ ጅቭጥነ ይቕር የነው
3,እውነት ሳስ ሽን ቓለነው
3,ግልወ ጭቑ ጝን ጭሰጭሰው ፃቭን ቓለነው
3,እውነት ጝንዝወ ፅበተት ፃቭን ቓለነው
3,እውነ ጀው ሚ የኚ ጂሰነወ ቸለይት ፃቨን ቓለነው
3,ግልወ ቃርዙ ጦርነትዙ ጎነ ፃቭን አምነነው
4,ኽምረዝመ ብለዝ የነውዝ ዚረድ ሳስ ንየስ ሽን ቓለነው
4,ላው ዚረድ ኢትዮጵየት ወነ ፃቭን ቓለነው
4,ንቕፀው ኽዝቭ ጣይትንዙ መከተ ፃቭን ቓለነው
4,ዲቆው ኻስብንድ ሳልጥንየው ኻስቭንድ ነንት ጊዚዝ አርውሽነው
4,ይና ብሔሪስ ቢዘ ሳልጥነው ብልኽ ሽፍታምዝመ ጀው አይምሮ ፃየው አጀው ፃቭን ቓለነው
1,ጝታቕወት ብሔረድ ንየስሽን ቓለነው
1,ጝታቕወት ቁጝቁድ ንየስሽን ቓለነው
1,በግራው በኻልድ ዛሽነው
1,ፅልየ ባንዳ ቓፅጘ የነው
1,ገለ ይሽተውድ ኦሮሞ የጝ የነው
1,ኽምረ ጨወረ የነው ተታ
2,ላውድ ላዊዙ ኻይማኖትድ ዛሽነው
2,ጝቕመቱ ኻይማኖታድ ንየስሽን ቓለነው
2,ሀይማኖትድ ኪብርዘቍ እቅድ ሳስሽን ቓለነው
2,እስልመድ ቅልመ እጀቍ ይን ፃሽነው
3,እቁንድ ሳስሽን ቓለነው ፅሑፍ
3,ግለወዝመ ድዃረዝ ላ የጝ
3,እውነት አምነው ጥቅነ ጫብጠው የነው ተተ
4,ሀይማኖትይዙ ጅልወዝይል ፃፍሽኩ
4,ዚረ ቄጝቄ ዳቐው ፅሁፍ ፃፍሽኩ
4,ጝታይታቕመቱ ብሔርድ ንየስ ሽነው
4,ላጠዙ ሀይማኖትድ ማለማለ ነው
4,ኻግረ ዝበድ አድልድለነው
1,ላው እጅርድ ጊል የጝ የነው
1,ላው እጅርድ እጅሰሪ እጅር ኵው የጝ የነው
1,ድኽዙ ዚረ የጝየነው
1,እስለም ዚረየጝ ሀይማኖት ድቅ ዚረዝጘ ፃብን ቓለነው
1,ቺተቺተው ገበንዛ የነትም ዀይር የነውዝ ሽክትን ጋልሸተኩ
2,እስለም ነድ
2,ጲንጥየንድ ኻሽወጥ ጛይ ውይም አምነጘው ጊሻ እጀውም
2,ኦርቶዶክስ ቲክነጥድ ቲክንጘውድ አምላክ አየውም ይሻነው
2,ቺተቺተቁ ሀይማኖታንድ ላ እጅር ጝቕመቱውድ
2,ንየስ ሽው ጋብረውድ ሳል ሽው ዊግትነውድ ሀይማኖትዙ ሽክትን የጝ
3,እወነ ዲጘ አቓይም
3,እወነ አርቕርጘ ግልወዝ አቢተኩ
3,እወነ እኹረው ጉድ እኹረው
3,ግልወ ጊል የጝ
1,ብላዝመ ጨጎርዝ ጫጙ ኻረኩ
1,ኽምርዝ ኹር ኚ ክንድጝ በኒሳውም
1,ኽምረወ ክት እጅር
1,ፅሌ ብጥ ሊቅመነዊዝ ቢዘ ውረፃይረይ
1,ብላዝ ኹረኚ እግረዝ አጡይን ማረፅይነው
2,እስለመ ኹ ፃመው ውር ፃድቅጣ
2,እስለመዙ ኻይማት አምነው ውረፃድቅጣ
2,ክርስትነ ኻይማኖቲዝ ቢዘ ለየ ኻይማኖት በኒዛውም
2,አለም ብርቱካን ቲክነጥ እንቅ እቅ አየቍም
3,እውነ መጀር ጎልኚ አደባባይ ፋ ጥውሻውም
3,እውነ ማኽርደቍ ጭንቊ አቓቊ
3,ጝ ጝኒዝ ግልወ ጭንቅሽነሂ እውነ ውረፃይረይ
3,እወነ ኻረሽ መድል ቃውስር ጥዋረ
3,እውነዝወ ደኻርዝ ግብኚ ለየ ጀባው
4,ብልፅግነ የው ፓርቲይ ብልግነ ኚ ላየ ሰራሻው
4,ኽዝብድ አርቒንቀት ጭስጭስተ አጥነ ወንበራል ጎያይነው
4,ጣዝን ቅምጭ የነዊስ በረናንው ዊኑ
4,ኽዝብ አጀው ጭሰጭ የነት አሰን አጀው ወጭዥጘ የጝ
4,ታተ ንጭት እኹረድረ ኽዝብድ ጭነ ቢሱ
1,ብላ ድዃረ የጝ
1,ፅልየ ባንዳ ቓፅጘ የጝ
1,ኽምረ ጨወረ የጝ
1,እጅር አየውም የው ፅኹፍ
1,ኦሮመሞ ገለ የጝ
1,ኽምረ ዘጅረጅቅ እርወ የጝ የቀዝመ ኽምጣጘ ቈጝቈ ዜለት ቈጝቈ የጝ
1,ብላ ኻግር አጀውም የቊ ተከተከቊ ሽክትዝቊ ዊገን ፃፍሽጘኵ
2,እጝቅ ጝቕመቱድ ንየስሽው ለዘይዙድ ፃድቅዛው ፃቭን ዊዝነው
2,ቺተዝ ክርስት ሀይማኖቲል ጥቕዘ ፅበነውድ የላትም
2,ቺተዝ ቅዱሳንድ እቅ ጛይ የነውዝ ኽቭር ዝቅሽነው
2,ቺተዝ መላክጣንድ ሳስሽነው
2,ክርስትያነንድ ድዝጘ የው ፅኹፍ ፃፈነው
3,እውነ አርቕርሽ ግልወዝ አቢትነ
3,እውነ ደጘ አቕር ቃዋይም
3,እውነት አምነነው ገለቨል ልየድውር ጎየነው የነኑ የጝ
3,እውነስመ ኻርዝ አምሻውም
3,ንጭት ግልቀድ ቁርሽዝ ፃጘቊ ጛይ
3,ግልወዝመ ድዃረዝ ላ ጛይ
4,ኢህአዴግ መጝግስትድ በ
4,ብላዝመ ፅለየዝ ኻግር ፋ ዛው የጝ ቺተዝ ህውሀትስመ ፋኖስ የነው
4,እጝቅ ብላ ፋኖ እጝቅ ፅልየ ህውሃት ኦሮሞ ኦነግ ሸኔ ፃቭን ቓለነው
4,እጝቅ ኽምጥድ አገው ሸንጎ ፃቭን ቃነው
4,ኢህአዴግት መጝግስትድ ፅልየ ክልድ ጭቑ ሊጊሱ ቈሽ
4,ብልፅግቈሽ ኦሮሞት ጭቑ ሊጊሽው የጝይን አምነነው
4,ጭቅለዝ አጝቅ ጝቕመት ንየስ ስ ላጥድ ሳስሽነውዝ እምንጝዛው ቓለ ፅበነው ቺተዝ ነንቱ ፅብኒዝ
1,ይውድ እጝቂሳቅ ኽየው የጝ የነውድ
1,እጝቕት በውግ ይና ቈጝቈድ የጝ ዊነውድ
1,ላዚዙ ቈጝቈድ ሳስሽን ቓለነው
1,የና ቈጝቈድ መደበጘ የጝ የነው
1,ሰበዙ ቈጝቈ አጠጥውሻውድ ይናውድ የጝየነቍ
2,ይና ኻይማኖትድ የጝ ፃድቅ ላውድ የነው
2,ላዚስንቱ እምነትድ ይናውድ የነው
2,ክርስተነ እምነቍድ ድጅኽጛይየነው
2,ቅዱስንድ አማልዳቍም እጝቅጛይ የነው
3,ግለው የጝ አርቐድ
3,እወነ ቃወነው ቸላይም
3,ግልወዝመ እወነዝ እርው አየቍም
3,እወነኪው ግልው አደባባይል የነው
3,እወነ አርቕርሽም ግልወዝ አቢትነየነው
3,እቍንድም ግልቍድ ዛት ማለማል ጘኵ
4,ደርግት መጝግስት እቀህ በሪክ ነፃዋውም
4,ኢህዴግት መንግስት ፅሊድ ብቻ ኪቨወ ዊኑ የነው
4,ብላ ኻግር ፊዘው የጝየነው ቺተዝም ፋኖ
4,አጎሽንጎ የነው ጂንታ የናጙ ጎስ ስሉሻነው
1,ፅልየዝመ ብላዝ ጎርስነው
1,ብላ ፅብነ የነው
1,ብላዝመ ፅልየዝ ቺዘነው
2,ክርስትየነንድ ችብርጥድ ቃጥልዘነው
2,ሀይማኖት ቺተቺተው አጠ ጥወሽወም
2,ሀይማኖትዙ ተቍማንድ ቃጥልዘነው
3,እቁንድ ግልቁዝ ሳስሽን ቓለነው
3,አወነ ክንደረደመ
3,እወነቱ ጥቃት ችኻነው
3,ላወ ሀይማኖትስ ላወድ ዲቊኵ
4,ፅብንትዙ አቕንትድ ሚችየውም
4,ኻግረዝ ኻግረ ቺተወ የጝ
1,ይቋንቋድ ኪፍያው ይውድ ኪፍያው የቁድ
1,ይና ትውልድድ የጝ ጀግነድ ይናውድ ይጝሉ
1,በውግቱ ታሪክድ ይናው የጝ የቁድ
1,ለዝይቱ ባህልድ ሳስ ሻነውድ
1,ጝታቕምቱድ ንየስ ሽን ቓለነውድ
2,ማርያም አማልደይም
2,እጀረ አጀውም
2,ሲጣንዝ ቅምሽጥን ላቁ አምልክትጥን
2,ጊንዝብዝ ኻጝስጥኚ ሚኵረነውድ
3,እውነ ዳጝታይም ይጘኵ
3,እውነት ኪውቱ ሳብኚ ቢዘቱ ሳብ አርቓይም
3,ግልው ዂር ጣቅመኵ
4,እነየው ኻግርል ጣይተነ እኵ
4,ይና ጀግነ ፋነውድ እነሽ ጣዙ አበሻ ተሩ
4,ጝታጊስ ላውም ጣይቲንቀት ተረው ፃቨነውድ
4,ጣይተነ እጀው ስፍረድ ኻሽውጝ ኽዝቭድ ሺብርስነውድ
1,ፅልዬ ኩለ
1,ጎንደር ባለጂ
1,ጎነደርታይት ከይለ
1,ቈንቋድ ቺዘቺዘነውድ
1,ኦሮሞ ድኻ
2,ክርስትያን ድኻ የጝ የነውዝ ዘይተነው
2,በልየነውዝ ድኻ አቅርነኩ የነውዝ ዊግተው
2,ማርያም መውሳያም
3,እውነ ጎይር ጨረይ
3,እውነ ስውርይ እጅርይ
3,እውነ ዊርቨ ኻይ
3,እውነ ቘጨ ነስርይ
3,እውነ ድቃለ ነስርይ
4,ብልፅግና አርቕድ እጀውም
4,ብልፅግና ዘርነይዝ አድልሺው
4,ብልፅግና አድልወው የጝ
4,ብልፅግና ኻሽት እኩ
4,ብልፅግና ልማትድ ደግፊውም
1,ኦሮሞ ቢገ የጝ
1,ብልፅግና ጘጝ ከይለ የጝ
1,ክት እጅርመ ኽምረ
2,እደረ እኹረሽየውም ይጘነኩ
2,ማርያም ጨውሳይም ይጘኵ
3,እውነ ደጝታይም
3,ግልወ ፅባጙ እውነ ጭሳይም
3,እውነት አይቭ እጀረይ የነው
4,ብላ ኽየው ላዘ ብሔር አየውም
4,ኽምረ ንየስ
4,ፅልየ ኻቐኵ ላዘ እጀውም
1,ወቸ ሰራሽ የቁ ዘንድ ችጝሽጘኵ
2,ክርስቲያን አቐውድ ስልሳስድት የነውዝ ዛሽተነው
3,እወዘው የነውዝ ግልውድ ዛሽትኩ
3,እውነ ሽንት ቈሽ ሙያ እጀርየ ታነውዝ
4,አገው ሸንጎ የነውዝ ፖለቲከዙ ዞን ዛሽትጘኵ ጉለሽ
1,ክቊጝቍድ ዝላቐው የጝ ዊየም አልሚል አርቕሽታውም
1,ይናውድ ግን አልሚል አርቕሽታውም የጝ የነውዝ ዝላቐዊገ እቍለው
1,ክታ ዚረድ ኬሌዊንም ዂቍ ጛይ ኽትን
1,ትክክለኝት እቅ አይርነቅም የነው
1,ሽትን ድቐል የጝ የላው
2,ክታ ሀይማኖትድ ገነት ድውሳውም የነው
2,ክታጝ ኪብርዝርነው ሀይማኖትድ ዝላ የጝኚ
2,ፃቅመው ባብ እጀውም የነው
3,ክትን እቁን ግልቁስ ሳስ ይርባቅ የጝ የነው
3,አውማው ገባድቅ ይን ግቁዝጝ ሰራሽነው
3,ቸላይነው ዝላቕርነቅ የጝ የነው
4,ክት ኽምረ የጝ አቓንስቅም ይን ብልቕድ የጝ
4,ቅመነው ጥውሽድ የነው
4,ይን ብልቕድ የጝ አውማው ፃረድቅ አርቕነቅድ
4,ክትን ብልቕድ ውም አርቕርነው እጀውም
4,የነውድ ፖለቲከዙ ጅልውዘዝ ፃፍሽቍ ሽክትንዝቍ ፅሁፈን ጛይ
0,ይነፃ ጀድ ለውርሽነ አጉሮ እምጥጝዙ ወይሰ ችጝነ
0,ይን ኽምጠ ንቕፀው ፃጀዝ ነይሽትነቅ የጝ
0,አርየዙ ዋርነ ማኽል ተለለይል ጥውን እኲርን እትልነቅ
0,አጅርኑመ ኽምጥ
0,እክሰ ጥቒረው ኽምረ ኽዝቪዝ
0,አት ጌታቸው ረዳ አይር ዲቈትዝ አይምሹ ይሽቱ
0,አት ጌታቸው ረዳ መዝየ ኪርም ምስራቅ አፍሪካት ኻለየንዝ ማኽርዘተ ሚኒስትር ፅቭሽት አይምሹ ይሽቱ
0,አት ጌታቸው ረዳ ትግራይት ክልል ጊዝዩ ጭሰተ ፕሬዝዳንት አቐ ዲቁስነቊ ሊጘ አምታኒዝ አግልገለነውድ አርቕሸተኲ
0,ወዝ ሆሳዕናትል ዲግተዝ ችጝዘት
0,አት ጌታቸው ረዳ አይር ዲቈትዝ አይምሹ ይሽቱ
0,ደርሰውዝ ኻግሩ ምኽርኽረ ኮሚሽኒል ኽምረት ክንድቊ ገረደድ አገው ምሁራን ማህብር አምማ ሲትፍሽጠጘድ ንየይስ ኢትዮጵየት ኻግሩ ምኽርኽረ ኮሚሽኒስ ሚሪሽቱ
0,ኪርምሸንቲስ ኪርም ኽምረት ክንድቊ አካንድ እክልዘነውድ ኢትዮጵየ አርቐነ በነውዝመ ዲርግቨቊድ ውር ይግድ እዳቑ የው ዘትለው ኻስቭንዝ የጝ
0,ሰቊጠት ለውርሽነ ተከዝ
0,ሚንወዝመ ስምኸዝ ድኽቲዝ ጥል
0,ሚንወ ኧፍርዝኒል ዝምተነው ውላቐነው ክቕመት ድኽቲስ ቓዘነው አው ኲ ሚንወዝጘ
0,ሚንወዝ መሃንዲስ አርሸ አው ኲ ክት ቑጠ
0,ኽምረወ ወዝ ክቕመት አርቀነዊል ችጝረት
0,ኽምጥ እኲርኑመ ሚንወ ኧፍርዝነ ይነቕመነት ድኽቲስ ፊስነ
0,ይነ አርየይዙ ፍልወይዝመ አቕንቲዝ ለውርሽነ ደምደምነ
0,ያልብውውወ ክችወ ቦሴጅቅ አርየ ደግምግም ግሪስነ
0,ኽምጥዝ ቺ ክተ አዲመ ጽቁራ
0,ኽምረ አርሽነይ ሰቭዝ ጒይዝንም ጒይዘነው አልምት እቀ ገረደዝ ክንድ ክንሰው ትውፅውፀ ጒርየ ኽፅምቱ ኽዝቭ
0,እጅር ዂርዝ ሚንወዙ ሰቭ ሲርዩ ገቨ የጝ አቐንስቅም ሚንወዙ ሰቭል ውላቐነው ድኽቲስ ፊሰው ኽየው ጥወርዙ ፈን የጝ
0,ሚንወዙ ሰቭል ዝምተነው ክቕመት ድኽቲስ ፈነው ክቕመት ላውሽነው ላዚዝም አር ቲርፈነው የነት የጝ
0,ሚንወዝመ ስምኸዝ ድኽትዙ ችክሰድ ኒቅልጝ ማለቊ ችክስድ ቓቭዘቊ ኽምረነይዝቊ ፋጥርንዝመ ተክዘንጥ ጛይ
0,ሳረድ ስነድ ቺተቺተቊ ማርሽተቊ እንስስዝቊ ፋጥርሽነዝመ ፍለዝ ጓን ኽምጠ ኻግር ኽምረ ኻግር ዲቭየ እኲሩመ እዲረጘ
0,አጅርኑመ ኽምጥ
0,አዴን ኽዝቭዙ ድርጅት የጝ ይነውድ ምላስንዝ
0,ኽምረ ኽዝቭድ ኻግርሽንትል ዘርጋሸቊ ሲርይቊ ምጝግስትቊ ችብርጢስ ችጝጠ ጥውሸውድ ችጝጠ ቸልየው አቐ ኧክልድ እጅር ሰራሸው ጭቅትዙ ፅረዝ ዚምናኒስ ኪርም ጥቒር ችጝሸኲ አቐነውድ አውም ከዳይኖ ኮረ ቓለው ኧትለው የጝ
0,እንዝም ዲቁስነቊ አምታኒይዝ ጒይሽ ዊነው ኧጅር ዃው ጣይትንዙ ኽምዘይዝ ምላስን ኽምረ ኽዝቪል ችጘው ቖጨይዝመ ጥቕዘይዝ እንዝጘም እጅርዙ ኧሩሔዝመ ኢኮኖሚዙ ድዘር ቲክንዘነውድ ዝቨ ደደው የጝ
0,እኒይስ ጒም ኽምረ ኽዝቭድ ይነ ሚቭትድ ኪብርነ ይቈቈይዝ ክንጨ ዊግጨ ደጝጨ የው ኽገ ምጝግስቱ ሚቭት ይቕመት ይቕም ጭስጨ የው ሲርዩ ዋቕረ ፃይ የነትም ክልልነይ ዋቕረዝ ምጝግስትዝ ዋቕር ዲግ እንቅዝቅ የው ቃውን ሲሪይ አልሳ ተረውዝመ ፅበው ኽዝቭ አቐ እን ኽዝቪዝ ነን አሽ ውርም ጠራቖ ዊስ ችጝጠ ቸሊየው አቐ ጝድመድ አብልሽ ሲቅሽኒል ዲርግቭሽ ችጝጝሸኲ
0,እንዝም ታኽሰስ አርፈዝ ፊደራሉ ምጝግስት ቲስመምዝንዝ
0,አዴንስመ ብላ ክልሉ ምጝግስትዝ ችክስጥድ ዲግዙ ዊግሽንዝ እክሰናንስ ይሽት አዲስ አበባትል ቲስመምነውድ አርቕሽተኲ
0,ቲስመምኒይዝ ዲቭትጝ ዊነቊ ምጝግስትቊ ችብርጥድ ኺጠዝም
0,አዴን ፃየቊ ስፍሊዝመ ኽዝቭዝቊ አግልገልሽንጥድ እቻቐውዝ ሰቭ ኪርምኒል ደርሰውዝ ጥውጠጘ ትክቨው ቲስመምንዙ አቕንት አሽም ኻሊሸዊዝመ አጠ ጥውሸዊዝ ቑጠ ግን ምጝግስቲዝጎቱ ፃጝሽቲይሽም ሰቭዙ ፍልወይል ችጝሸነውድ ፅጎዝም አሽ ሚዝየንሽተውዝመ አትርሽትጠ ጥውሸው ውላ የጝ
0,አዴን ፃየቊ ጅውንጢል ምጝግስትቊ ችብርጥድ ሰቭዙ ውላይል ችጝሸነውድ ቀሰው ገቭ አቕሽም ቲሚስውድ ቚጠ ተግርጠ ጥውሽኲ ምጝግስቲዝጎቱ የው ትክቨይዝመ ቓለይዝ ንቕፅቊይዙ ኻስቭ አቕ ቓፅልኲ
0,አዴን ፃየቊ ጝእግዝግዘ ጭስኒል ችጝሽቊ ወይ ኽምረት ስፍሊስም ማኽል ላውድ
0,ቢርብጠ አቐነውድ አርቕሽተኲ
0,አቐንስቅም አዴን እንዝ በውግ ጥቅለ ጝጭስኒዙ እግዝግዘይል ችጝሽቊ ምጝግስትቊ ችብርጢዝመ ምጝግስትቊ አየቊ ችብርጢዝቊ አግልገለሽንጥ ጓዘንድ እግዘዝ እግዝጝ ምጝግስትዝመ ችብረይዝ ወነይዝ ዩውጝ አዴንት ፃውት ኻይልድ ኪውሽጝ ኻርጊርቅ ስራሽጛ ችጝሽጘኲ አጘጘድ ቢርብጠት እርውነ ጭስተ አት ከሳሁን በሬ አጅስነውድ የጝ ሚሪሰውድ
0,ቢርብጠ አዴንት ጭስንድ ሚሪሰንትጘድ ንቕፀቊ ጓዘን አስርክቨነውዝ አስርክቭጘቊስም ንቕፀቊስ ዊቱዝ ጒይጘንትጘድ ፀደይ ባንክ እቻውዝ እንቅ ጓዝድቅ ክንድጝዝቊ እንዝጘም ትኽነጣቭየይዝቊ ኽዝቭዙቊ አግልገለሽንጥድ እንዝ በውግ ቃውስጝ አስረክቨነውድ ቢርብጠስ ችጝነው ሚዝረድ ዳቕሰውድ
0,እንዝ ተክዘዝመ ፅጎዝ ፀደይ ባንክ ጀነሬተር ሞተር ሳይክል ኮምፒተረን ተከተቊድቅ አርክቭጝ ተከተውዝ ቆሽ ትኽነ ጣቭየይ ክንድጚዝመ ዊነቊ ችብረይዝቊ ጓዝድ ኻይጛ ዊንጝ አምረዝ በውግ ቃዋስጝ ይወነውድ ግልጽ ፃቭጝኩጝ ጅውነይዝቊ ጭሰጥድ
